
Running: Dim=10, Cond=1
  Run 28: fmin = 9.4077e-07 | Evals = 3125 | Best so far = 6.7716e-07
  Run 29: fmin = 9.9174e-07 | Evals = 3111 | Best so far = 6.7716e-07

Running: Dim=30, Cond=10000
  Run 0: fmin = 2.7015e-01 | Evals = 10001 | Best so far = 2.7015e-01
  Run 1: fmin = 2.7015e-01 | Evals = 10001 | Best so far = 2.7015e-01
  Run 2: fmin = 5.9631e-07 | Evals = 3082 | Best so far = 5.9631e-07
  Run 3: fmin = 2.7015e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 4: fmin = 5.4321e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 5: fmin = 2.7015e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 6: fmin = 2.7015e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 7: fmin = 1.0806e+00 | Evals = 10001 | Best so far = 5.9631e-07
  Run 8: fmin = 5.0838e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 9: fmin = 5.0838e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 10: fmin = 5.4321e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 11: fmin = 5.0838e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 12: fmin = 5.4321e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 13: fmin = 5.4321e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 14: fmin = 2.7015e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 15: fmin = 1.0806e+00 | Evals = 10001 | Best so far = 5.9631e-07
  Run 16: fmin = 1.0806e+00 | Evals = 10001 | Best so far = 5.9631e-07
  Run 17: fmin = 5.4321e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 18: fmin = 5.4321e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 19: fmin = 1.0806e+00 | Evals = 10001 | Best so far = 5.9631e-07
  Run 20: fmin = 5.0838e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 21: fmin = 5.0838e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 22: fmin = 8.2393e-07 | Evals = 3215 | Best so far = 5.9631e-07
  Run 23: fmin = 5.4321e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 24: fmin = 5.4321e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 25: fmin = 9.4147e-07 | Evals = 3250 | Best so far = 5.9631e-07
  Run 26: fmin = 5.4321e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 27: fmin = 5.4321e-01 | Evals = 10001 | Best so far = 5.9631e-07
  Run 28: fmin = 1.0806e+00 | Evals = 10001 | Best so far = 5.9631e-07
  Run 29: fmin = 5.4321e-01 | Evals = 10001 | Best so far = 5.9631e-07

Running: Dim=80, Cond=1
  Run 0: fmin = 5.0030e-03 | Evals = 10001 | Best so far = 5.0030e-03
  Run 1: fmin = 1.3183e-02 | Evals = 10001 | Best so far = 5.0030e-03
  Run 2: fmin = 5.9475e-03 | Evals = 10001 | Best so far = 5.0030e-03
  Run 3: fmin = 5.6261e-03 | Evals = 10001 | Best so far = 5.0030e-03
  Run 4: fmin = 2.1594e-02 | Evals = 10001 | Best so far = 5.0030e-03
  Run 5: fmin = 1.1125e-02 | Evals = 10001 | Best so far = 5.0030e-03
  Run 6: fmin = 7.2538e-02 | Evals = 10001 | Best so far = 5.0030e-03
  Run 7: fmin = 3.1119e-04 | Evals = 10001 | Best so far = 3.1119e-04
  Run 8: fmin = 1.7780e-02 | Evals = 10001 | Best so far = 3.1119e-04
  Run 9: fmin = 2.2288e-02 | Evals = 10001 | Best so far = 3.1119e-04
  Run 10: fmin = 2.4816e-04 | Evals = 10001 | Best so far = 2.4816e-04
  Run 11: fmin = 1.1142e-02 | Evals = 10001 | Best so far = 2.4816e-04
  Run 12: fmin = 6.5932e-03 | Evals = 10001 | Best so far = 2.4816e-04
  Run 13: fmin = 4.5280e-02 | Evals = 10001 | Best so far = 2.4816e-04
  Run 14: fmin = 2.4279e-02 | Evals = 10001 | Best so far = 2.4816e-04
  Run 15: fmin = 8.4397e-03 | Evals = 10001 | Best so far = 2.4816e-04
  Run 16: fmin = 8.4532e-05 | Evals = 10001 | Best so far = 8.4532e-05
  Run 17: fmin = 2.8423e-02 | Evals = 10001 | Best so far = 8.4532e-05
  Run 18: fmin = 1.2250e-02 | Evals = 10001 | Best so far = 8.4532e-05
  Run 19: fmin = 1.6141e-03 | Evals = 10001 | Best so far = 8.4532e-05
  Run 20: fmin = 3.6482e-03 | Evals = 10001 | Best so far = 8.4532e-05
  Run 21: fmin = 1.1405e-02 | Evals = 10001 | Best so far = 8.4532e-05
  Run 22: fmin = 3.7204e-03 | Evals = 10001 | Best so far = 8.4532e-05
  Run 23: fmin = 1.1200e-02 | Evals = 10001 | Best so far = 8.4532e-05
  Run 24: fmin = 7.7195e-03 | Evals = 10001 | Best so far = 8.4532e-05
  Run 25: fmin = 2.5229e-03 | Evals = 10001 | Best so far = 8.4532e-05
  Run 26: fmin = 1.7774e-03 | Evals = 10001 | Best so far = 8.4532e-05
  Run 27: fmin = 1.3661e-02 | Evals = 10001 | Best so far = 8.4532e-05
  Run 28: fmin = 3.3326e-02 | Evals = 10001 | Best so far = 8.4532e-05
  Run 29: fmin = 7.1228e-03 | Evals = 10001 | Best so far = 8.4532e-05

Running: Dim=80, Cond=100
  Run 0: fmin = 1.1203e+00 | Evals = 10001 | Best so far = 1.1203e+00
  Run 1: fmin = 1.1847e+00 | Evals = 10001 | Best so far = 1.1203e+00
  Run 2: fmin = 8.6728e-01 | Evals = 10001 | Best so far = 8.6728e-01
  Run 3: fmin = 1.1801e+00 | Evals = 10001 | Best so far = 8.6728e-01
  Run 4: fmin = 1.4900e+00 | Evals = 10001 | Best so far = 8.6728e-01
  Run 5: fmin = 1.2352e+00 | Evals = 10001 | Best so far = 8.6728e-01
  Run 6: fmin = 7.5858e-01 | Evals = 10001 | Best so far = 7.5858e-01
  Run 7: fmin = 1.1094e+00 | Evals = 10001 | Best so far = 7.5858e-01
  Run 8: fmin = 7.7668e-01 | Evals = 10001 | Best so far = 7.5858e-01
  Run 9: fmin = 1.0804e+00 | Evals = 10001 | Best so far = 7.5858e-01
  Run 10: fmin = 9.3275e-01 | Evals = 10001 | Best so far = 7.5858e-01
  Run 11: fmin = 1.2460e+00 | Evals = 10001 | Best so far = 7.5858e-01
  Run 12: fmin = 7.6089e-01 | Evals = 10001 | Best so far = 7.5858e-01
  Run 13: fmin = 1.1673e+00 | Evals = 10001 | Best so far = 7.5858e-01
  Run 14: fmin = 9.8433e-01 | Evals = 10001 | Best so far = 7.5858e-01
  Run 15: fmin = 1.3197e+00 | Evals = 10001 | Best so far = 7.5858e-01
  Run 16: fmin = 1.2005e+00 | Evals = 10001 | Best so far = 7.5858e-01
  Run 17: fmin = 1.0440e+00 | Evals = 10001 | Best so far = 7.5858e-01
  Run 18: fmin = 9.5657e-01 | Evals = 10001 | Best so far = 7.5858e-01
  Run 19: fmin = 9.1098e-01 | Evals = 10001 | Best so far = 7.5858e-01
  Run 20: fmin = 1.4018e+00 | Evals = 10001 | Best so far = 7.5858e-01
  Run 21: fmin = 8.5191e-01 | Evals = 10001 | Best so far = 7.5858e-01
  Run 22: fmin = 1.2748e+00 | Evals = 10001 | Best so far = 7.5858e-01
  Run 23: fmin = 7.7615e-01 | Evals = 10001 | Best so far = 7.5858e-01
  Run 24: fmin = 1.0184e+00 | Evals = 10001 | Best so far = 7.5858e-01
  Run 25: fmin = 1.1887e+00 | Evals = 10001 | Best so far = 7.5858e-01
  Run 26: fmin = 1.4113e+00 | Evals = 10001 | Best so far = 7.5858e-01
  Run 27: fmin = 1.0539e+00 | Evals = 10001 | Best so far = 7.5858e-01
  Run 28: fmin = 9.2804e-01 | Evals = 10001 | Best so far = 7.5858e-01
  Run 29: fmin = 9.2487e-01 | Evals = 10001 | Best so far = 7.5858e-01

